,Symbol,Company_Name,Industry,Market_Cap_Millions
5098,SLDB,Solid Biosciences,Biotechnology,76
5099,SLDP,Solid Power,Electrical Equipment & Parts,1050
5100,SLF,Sun Life Financial,Insurance,25430
5101,SLG,SL Green Realty,Equity Real Estate Investment Trusts ...,2970
5102,SLGC,SomaLogic,Health Information Services,926
5103,SLGG,Super League Gaming,Interactive Media & Services,30
5104,SLGL,Sol-Gel Technologies,Pharmaceuticals,126
5105,SLGN,Silgan Holdings,Containers & Packaging,4360
5106,SLHG,Skylight Health Group,Medical Care Facilities,19
5107,SLI,Standard Lithium,Other Industrial Metals & Mining,664
5108,SLM,SLM Corporation,Consumer Finance,4240
5109,SLN,Silence Therapeutics,Biotechnology,332
5110,SLNG,Stabilis Solutions,"Oil, Gas & Consumable Fuels",80
5111,SLNH,Soluna Holdings,Scientific & Technical Instruments,61
5112,SLNO,Soleno Therapeutics,Biotechnology,22
5113,SLP,Simulations Plus,Health Care Technology,1140
5114,SLQT,SelectQuote,Insurance Brokers,323
5115,SLRC,SLR Investment,Capital Markets,781
5116,SLRX,Salarius Pharmaceuticals,Biotechnology,10
5117,SLS,SELLAS Life Sciences Group,Biotechnology,51
5118,SLVM,Sylvamo,Paper & Paper Products,1340
5119,SLVR,SilverSPAC,Blank Check / SPAC,307
5120,SM,SM Energy Company,"Oil, Gas & Consumable Fuels",3910
5121,SMAP,SportsMap Tech Acquisition,Blank Check / SPAC,150
5122,SMAR,Smartsheet,Software,3950
5123,SMBC,Southern Missouri Bancorp,Thrifts & Mortgage Finance,425
5124,SMBK,SmartFinancial,Banks,401
5125,SMCI,Super Micro Computer,"Technology Hardware, Storage & Periph...",2190
5126,SMED,Sharps Compliance,Health Care Providers & Services,164
5127,SMFG,Sumitomo Mitsui Financial Group,Banks,40300
5128,SMFL,Smart for Life,Packaged Foods,14
5129,SMFR,Sema4 Holdings,Health Information Services,596
5130,SMG,The Scotts Miracle-Gro Company,Chemicals,4450
5131,SMHI,Seacor Marine Holdings,Energy Equipment & Services,140
5132,SMID,Smith-Midland,Construction Materials,74
5133,SMIH,Summit Healthcare Acquisition,Blank Check / SPAC,250
5134,SMIT,Schmitt Industries,"Electronic Equipment, Instruments & C...",16
5135,SMLP,Summit Midstream Partners LP,"Oil, Gas & Consumable Fuels",133
5136,SMLR,Semler Scientific,Health Care Equipment & Supplies,197
5137,SMMF,Summit Financial Group,Banks,354
5138,SMMT,Summit Therapeutics,Biotechnology,107
5139,SMP,Standard Motor Products,Auto Components,996
5140,SMPL,The Simply Good Foods Company,Food Products,3550
5141,SMR,NuScale Power,Utilities-Renewable,448
5142,SMRT,SmartRent,Software-Application,902
5143,SMSI,Smith Micro Software,Software,136
5144,SMTC,Semtech,Semiconductors & Semiconductor Equipment,3500
5145,SMTI,Sanara MedTech,Medical Instruments & Supplies,209
5146,SMTS,Sierra Metals,Metals & Mining,107
5147,SMWB,Similarweb,Internet Content & Information,690
5148,SNA,Snap-on,Machinery,10560
5149,SNAP,"Snap, Inc.",Interactive Media & Services,22400
5150,SNAX,Stryve Foods,Packaged Foods,24
5151,SNBR,Sleep Number,Specialty Retail,730
5152,SNCE,Science 37,Health Information Services,197
5153,SNCR,Synchronoss Technologies,Software,101
5154,SNCY,Sun Country Airlines Holdings,Airlines,1110
5155,SND,Smart Sand,Energy Equipment & Services,82
5156,SNDA,Sonida Senior Living,Medical Care Facilities,138
5157,SNDL,Sundial Growers,Pharmaceuticals,761
5158,SNDR,Schneider National,Road & Rail,4040
5159,SNDX,Syndax Pharmaceuticals,Biotechnology,1070
5160,SNES,SenesTech,Pharmaceuticals,6
5161,SNEX,StoneX Group,Capital Markets,1660
5162,SNFCA,Security National Financial,Thrifts & Mortgage Finance,175
5163,SNGX,Soligenix,Biotechnology,29
5164,SNMP,Evolve Transition Infrastructure LP,"Oil, Gas & Consumable Fuels",61
5165,SNN,Smith & Nephew,Health Care Equipment & Supplies,11970
5166,SNOA,Sonoma Pharmaceuticals,Pharmaceuticals,8
5167,SNOW,Snowflake,IT Services,47060
5168,SNP,China Petroleum & Chemical,"Oil, Gas & Consumable Fuels",67960
5169,SNPO,Snap One Holdings,Electronics & Computer Distribution,808
5170,SNPS,Synopsys,Software,48080
5171,SNPX,Synaptogenix,Biotechnology,32
5172,SNRH,Senior Connect Acquisition I,Blank Check / SPAC,510
5173,SNSE,Sensei Biotherapeutics,Biotechnology,63
5174,SNT,Senstar Technologies,"Electronic Equipment, Instruments & C...",41
5175,SNTG,Sentage Holdings,Credit Services,8
5176,SNTI,Senti Biosciences,Biotechnology,78
5177,SNV,Synovus Financial,Banks,5270
5178,SNX,Synnex,"Electronic Equipment, Instruments & C...",8830
5179,SNY,Sanofi,Pharmaceuticals,126240
5180,SO,The Southern Company,Electric Utilities,76850
5181,SOFI,SoFi Technologies,Consumer Finance,5030
5182,SOHO,Sotherly Hotels,Equity Real Estate Investment Trusts ...,72
5183,SOHU,Sohu.com,Interactive Media & Services,587
5184,SOI,Solaris Oilfield Infrastructure,Energy Equipment & Services,443
5185,SOL,ReneSola,Construction & Engineering,315
5186,SOLO,Electrameccanica Vehicles,Automobiles,162
5187,SON,Sonoco Products Company,Containers & Packaging,5650
5188,SOND,Sonder Holdings,Lodging,221
5189,SONM,Sonim Technologies,"Technology Hardware, Storage & Periph...",23
5190,SONN,Sonnet BioTherapeutics Holdings,Biotechnology,17
5191,SONO,Sonos,Household Durables,2450
5192,SONX,Sonendo,Medical Devices,47
5193,SONY,Sony Group,Household Durables,101560
5194,SOPA,Society Pass,Software-Application,45
5195,SOPH,SOPHiA GENETICS,Health Information Services,198
5196,SOS,SOS Limited,Professional Services,28
5197,SOTK,Sono-Tek,"Electronic Equipment, Instruments & C...",112
5198,SOUN,SoundHound AI,Software-Application,690
5199,SOVO,Sovos Brands,Packaged Foods,1410
5200,SP,SP Plus,Commercial Services & Supplies,726
5201,SPB,Spectrum Brands Holdings,Household Products,2720
5202,SPCB,SuperCom,"Electronic Equipment, Instruments & C...",9
5203,SPCE,Virgin Galactic Holdings,Aerospace & Defense,1900
5204,SPCM,"Sound Point Acquisition Corp I,",Blank Check / SPAC,275
5205,SPFI,South Plains Financial,Banks,416
5206,SPG,Simon Property Group,Equity Real Estate Investment Trusts ...,36220
5207,SPGI,S&P Global,Capital Markets,118780
5208,SPGS,Simon Property Group Acquisition Holdings,Blank Check / SPAC,423
5209,SPH,Suburban Propane Partners,Gas Utilities,988
5210,SPI,SPI Energy Co.,Semiconductors & Semiconductor Equipment,45
5211,SPIR,Spire Global,Specialty Business Services,163
5212,SPK,SPK Acquisition,Blank Check / SPAC,66
5213,SPKB,Silver Spike Acquisition II,Blank Check / SPAC,352
5214,SPLK,Splunk,Software,15350
5215,SPLP,Steel Partners Holdings LP,Industrial Conglomerates,869
5216,SPNE,SeaSpine Holdings,Health Care Equipment & Supplies,218
5217,SPNS,Sapiens International,Software,1390
5218,SPNT,SiriusPoint,Insurance-Reinsurance,710
5219,SPOK,Spok Holdings,Wireless Telecommunication Services,125
5220,SPOT,Spotify Technology,Entertainment,19710
5221,SPPI,Spectrum Pharmaceuticals,Biotechnology,150
5222,SPR,Spirit AeroSystems Holdings,Aerospace & Defense,3370
5223,SPRB,Spruce Biosciences,Biotechnology,44
5224,SPRC,SciSparc,Biotechnology,5
5225,SPRO,Spero Therapeutics,Biotechnology,25
5226,SPSC,SPS Commerce,Software,3770
5227,SPT,Sprout Social,Software,3050
5228,SPTK,SportsTek Acquisition,Blank Check / SPAC,211
5229,SPTN,SpartanNash Company,Food & Staples Retailing,1140
5230,SPWH,Sportsman's Warehouse Holdings,Specialty Retail,434
5231,SPWR,SunPower,Semiconductors & Semiconductor Equipment,2780
5232,SPXC,SPX Corporation,Machinery,2380
5233,SQ,Block,IT Services,38300
5234,SQFT,Presidio Property Trust,REIT-Diversified,37
5235,SQL,SeqLL,Diagnostics & Research,10
5236,SQM,Sociedad Quimica y Minera de Chile,Chemicals,24300
5237,SQNS,Sequans Communications,Semiconductors & Semiconductor Equipment,112
5238,SQSP,Squarespace,Software-Infrastructure,2930
5239,SQZ,SQZ Biotechnologies Company,Biotechnology,92
5240,SR,Spire,Gas Utilities,3690
5241,SRAD,Sportradar Group AG,Software-Application,2400
5242,SRAX,"SRAX, Inc.",Media,57
5243,SRC,Spirit Realty Capital,Equity Real Estate Investment Trusts ...,5560
5244,SRCE,1st Source,Banks,1090
5245,SRCL,Stericycle,Commercial Services & Supplies,4019
5246,SRDX,SurModics,Health Care Equipment & Supplies,503
5247,SRE,Sempra Energy,Multi-Utilities,47540
5248,SREV,ServiceSource International,IT Services,149
5249,SRG,Seritage Growth Properties,Equity Real Estate Investment Trusts ...,619
5250,SRGA,Surgalign Holdings,Medical Devices,20
5251,SRI,Stoneridge,Auto Components,454
5252,SRL,Scully Royalty,Capital Markets,115
5253,SRLP,Sprague Resources LP,"Oil, Gas & Consumable Fuels",500
5254,SRNE,Sorrento Therapeutics,Biotechnology,1010
5255,SRPT,Sarepta Therapeutics,Biotechnology,7310
5256,SRRK,Scholar Rock Holding,Biotechnology,411
5257,SRSA,Sarissa Capital Acquisition,Blank Check / SPAC,248
5258,SRT,Startek,IT Services,115
5259,SRTS,Sensus Healthcare,Health Care Equipment & Supplies,164
5260,SRZN,Surrozen,Biotechnology,119
5261,SSAA,Science Strategic Acquisition Alpha,Blank Check / SPAC,381
5262,SSB,South State,Banks,5720
5263,SSBI,Summit State Bank,Banks,100
5264,SSBK,Southern States Bancshares,Banks-Regional,206
5265,SSD,Simpson Manufacturing Company,Building Products,4480
5266,SSIC,Silver Spike Investment,Drug Manufacturers-Specialty & Generic,58
5267,SSKN,STRATA Skin Sciences,Health Care Equipment & Supplies,38
5268,SSL,Sasol,Chemicals,12490
5269,SSNC,SS&C Technologies Holdings,Software,15090
5270,SSNT,SilverSun Technologies,Software,14
5271,SSP,The E.W. Scripps Company,Media,1080
5272,SSRM,SSR Mining,Metals & Mining,3460
5273,SSSS,SuRo Capital,Capital Markets,197
5274,SST,System1,Interactive Media & Services,686
5275,SSTI,ShotSpotter,Software,400
5276,SSTK,Shutterstock,Internet & Direct Marketing Retail,2150
5277,SSU,SIGNA Sports United,Specialty Retail,2420
5278,SSY,SunLink Health Systems,Health Care Providers & Services,6
5279,SSYS,Stratasys,"Technology Hardware, Storage & Periph...",1260
5280,ST,Sensata Technologies Holding,Electrical Equipment,6380
5281,STAA,STAAR Surgical Company,Health Care Equipment & Supplies,3660
5282,STAB,Statera Biopharma,Biotechnology,11
5283,STAF,Staffing 360 Solutions,Professional Services,8
5284,STAG,Stag Industrial,Equity Real Estate Investment Trusts ...,5460
5285,STAR,iStar,Equity Real Estate Investment Trusts ...,1180
5286,STBA,S&T Bancorp,Banks,1090
5287,STC,Stewart Information Services,Insurance,1340
5288,STCN,Steel Connect,IT Services,81
5289,STE,Steris,Health Care Equipment & Supplies,20940
5290,STEM,"Stem, Inc.",Electrical Equipment,1190
5291,STEP,StepStone Group,Asset Management,2700
5292,STER,Sterling Check,Software-Infrastructure,1610
5293,STET,ST Energy Transition I,Blank Check / SPAC,298
5294,STG,Sunlands Technology Group,Diversified Consumer Services,75
5295,STGW,Stagwell,Advertising Agencies,2400
5296,STIM,Neuronetics,Health Care Equipment & Supplies,104
5297,STKL,SunOpta,Food Products,970
5298,STKS,The ONE Group Hospitality,"Hotels, Restaurants & Leisure",246
5299,STLA,Stellantis,Automobiles,37880
5300,STLD,Steel Dynamics,Metals & Mining,12650
5301,STM,STMicroelectronics,Semiconductors & Semiconductor Equipment,29650
5302,STN,Stantec,Professional Services,4840
5303,STNE,StoneCo,IT Services,2680
5304,STNG,Scorpio Tankers,"Oil, Gas & Consumable Fuels",2080
5305,STOK,Stoke Therapeutics,Biotechnology,591
5306,STON,StoneMor,Diversified Consumer Services,407
5307,STOR,STORE Capital,Equity Real Estate Investment Trusts ...,7540
5308,STR,Sitio Royalties,Oil & Gas E&P,2150
5309,STRA,Strategic Education,Diversified Consumer Services,1710
5310,STRC,Sarcos Technology & Robotics,Computer Hardware,456
5311,STRE,Supernova Partners Acquisition Company III,Blank Check / SPAC,343
5312,STRL,Sterling Construction Company,Construction & Engineering,675
5313,STRM,Streamline Health Solutions,Health Care Technology,69
5314,STRN,Stran & Company,Advertising Agencies,31
5315,STRO,Sutro Biopharma,Biotechnology,274
5316,STRR,Star Equity Holdings,Diagnostics & Research,14
5317,STRS,Stratus Properties,Real Estate Management & Development,262
5318,STRT,STRATTEC Security,Auto Components,119
5319,STRY,Starry Group Holdings,Telecom Services,120
5320,STSA,Satsuma Pharmaceuticals,Pharmaceuticals,141
5321,STSS,Sharps Technology,Medical Instruments & Supplies,9
5322,STT,State Street,Capital Markets,24140
5323,STTK,Shattuck Labs,Biotechnology,222
5324,STVN,Stevanato Group S.p.A.,Medical Instruments & Supplies,3940
5325,STWD,Starwood Property Trust,Mortgage Real Estate Investment Trust...,6800
5326,STX,Seagate Technology Holdings,"Technology Hardware, Storage & Periph...",16670
5327,STXS,Stereotaxis,Health Care Equipment & Supplies,164
5328,STZ,Constellation Brands,Beverages,46570
5329,SU,Suncor Energy,"Oil, Gas & Consumable Fuels",41670
5330,SUAC,ShoulderUp Technology Acquisition,Blank Check / SPAC,415
5331,SUI,Sun Communities,Equity Real Estate Investment Trusts ...,19930
5332,SUM,Summit Materials,Construction Materials,2780
5333,SUMO,Sumo Logic,Software,839
5334,SUN,Sunoco LP,"Oil, Gas & Consumable Fuels",3140
5335,SUNL,Sunlight Financial Holdings,Credit Services,395
5336,SUNW,Sunworks,Electrical Equipment,54
5337,SUP,Superior Industries International,Auto Components,109
5338,SUPN,Supernus Pharmaceuticals,Pharmaceuticals,1590
5339,SUPV,Grupo Supervielle,Banks,117
5340,SURF,Surface Oncology,Biotechnology,105
5341,SURG,SurgePays,Wireless Telecommunication Services,56
5342,SUZ,Suzano,Paper & Forest Products,11260
5343,SVC,Service Properties Trust,Equity Real Estate Investment Trusts ...,1010
5344,SVFA,SVF Investment,Blank Check / SPAC,637
5345,SVFB,SVF Investment 2,Blank Check / SPAC,289
5346,SVFD,Save Foods,Agricultural Inputs,9
5347,SVM,Silvercorp Metals,Metals & Mining,409
5348,SVNA,7 Acquisition,Blank Check / SPAC,248
5349,SVRA,Savara,Biotechnology,202
5350,SVRE,SaverOne 2014,Scientific & Technical Instruments,12
5351,SVT,Servotronics,Electrical Equipment,26
5352,SVVC,Firsthand Technology Value Fund,Securities and Commodity Exchanges,12
5353,SWAG,"Software Acquisition Group, Inc. III",Blank Check / SPAC,285
5354,SWAV,ShockWave Medical,Health Care Equipment & Supplies,7510
5355,SWBI,Smith & Wesson Brands,Leisure Products,601
5356,SWCH,Switch,IT Services,8150
5357,SWET,Athlon Acquisition,Blank Check / SPAC,340
5358,SWI,SolarWinds,Software,1720
5359,SWIM,Latham Group,Building Products & Equipment,703
5360,SWIR,Sierra Wireless,Communications Equipment,980
5361,SWK,Stanley Black & Decker,Machinery,16170
5362,SWKH,SWK Holdings,Diversified Financial Services,230
5363,SWKS,Skyworks Solutions,Semiconductors & Semiconductor Equipment,16260
5364,SWN,Southwestern Energy Company,"Oil, Gas & Consumable Fuels",6430
5365,SWSS,Springwater Special Situations,Blank Check / SPAC,222
5366,SWTX,Springworks Therapeutics,Biotechnology,1460
5367,SWVL,Swvl Holdings,Software-Application,274
5368,SWX,Southwest Gas Holdings,Gas Utilities,5710
5369,SXC,SunCoke Energy,Metals & Mining,576
5370,SXI,Standex International,Machinery,987
5371,SXT,Sensient Technologies,Chemicals,3380
5372,SXTC,China SXT Pharmaceuticals,Personal Products,3
5373,SY,So-Young International,Interactive Media & Services,94
5374,SYBT,Stock Yards Bancorp,Banks,1780
5375,SYBX,Synlogic,Biotechnology,69
5376,SYF,Synchrony Financial,Consumer Finance,15740
5377,SYK,Stryker,Health Care Equipment & Supplies,73650
5378,SYM,Symbotic,Shell Companies,10190
5379,SYN,Synthetic Biologics,Biotechnology,25
5380,SYNA,Synaptics,Semiconductors & Semiconductor Equipment,4900
5381,SYNH,Syneos Health,Life Sciences Tools & Services,7470
5382,SYNL,Synalloy,Metals & Mining,134
5383,SYPR,Sypris Solutions,Auto Components,54
5384,SYRS,Syros Pharmaceuticals,Biotechnology,58
5385,SYTA,Siyata Mobile,Communications Equipment,14
5386,SYY,Sysco,Food & Staples Retailing,44640
5387,SZZL,Sizzle Acquisition,Blank Check / SPAC,217
5388,T,"AT&T, Inc.",Diversified Telecommunication Services,147260
5389,TA,TravelCenters of America,Specialty Retail,572
5390,TAC,TransAlta,Independent Power and Renewable Elect...,3140
5391,TACT,TransAct Technologies,"Technology Hardware, Storage & Periph...",36
5392,TAIT,Taitron Components,"Electronic Equipment, Instruments & C...",19
5393,TAK,Takeda Pharmaceutical Company,Pharmaceuticals,44970
5394,TAL,TAL Education Group,Diversified Consumer Services,2600
5395,TALK,Talkspace,Medical Care Facilities,257
5396,TALO,Talos Energy,"Oil, Gas & Consumable Fuels",1120
5397,TALS,Talaris Therapeutics,Biotechnology,136
5398,TANH,Tantech Holdings,Chemicals,3
5399,TAOP,Taoping,IT Services,15
5400,TAP,Molson Coors Beverage Company,Beverages,12720
5401,TARA,Protara Therapeutics,Biotechnology,35
5402,TARO,Taro Pharmaceutical Industries,Pharmaceuticals,1420
5403,TARS,Tarsus Pharmaceuticals,Biotechnology,385
5404,TASK,TaskUs,Information Technology Services,1770
5405,TAST,Carrols Restaurant Group,"Hotels, Restaurants & Leisure",114
5406,TATT,TAT Technologies,Aerospace & Defense,55
5407,TAYD,Taylor Devices,Machinery,29
5408,TBBK,The Bancorp,Banks,1190
5409,TBCP,Thunder Bridge Capital Partners III,Blank Check / SPAC,517
5410,TBI,TrueBlue,Professional Services,596
5411,TBK,Triumph Bancorp,Banks,1570
5412,TBLA,Taboola.com,Internet Content & Information,703
5413,TBLD,Thornburg Income Builder Opportunities Trust,n/a,465
5414,TBLT,Toughbuilt Industries,"Textiles, Apparel & Luxury Goods",5
5415,TBNK,Territorial Bancorp,Thrifts & Mortgage Finance,199
5416,TBPH,Theravance Biopharma,Pharmaceuticals,667
5417,TBSA,TB SA Acquisition,Blank Check / SPAC,244
5418,TC,TuanChe,Internet Content & Information,44
5419,TCBC,TC Bancshares,Banks-Regional,63
5420,TCBI,Texas Capital Bancshares,Banks,2810
5421,TCBK,TriCo Bancshares,Banks,1530
5422,TCBP,TC BioPharm (Holdings),Biotechnology,11
5423,TCBS,Texas Community Bancshares,Banks-Regional,49
5424,TCBX,Third Coast Bancshares,Banks-Regional,292
5425,TCDA,Tricida,Pharmaceuticals,572
5426,TCFC,The Community Financial Corporation,Banks,195
5427,TCI,Transcontinental Realty Investors,Real Estate Management & Development,363
5428,TCMD,Tactile Systems Technology,Health Care Equipment & Supplies,144
5429,TCN,Tricon Residential,Real Estate Services,2790
5430,TCOA,Trajectory Alpha Acquisition,Blank Check / SPAC,211
5431,TCOM,Trip.com Group,Internet & Direct Marketing Retail,16270
5432,TCON,TRACON Pharmaceuticals,Biotechnology,36
5433,TCPC,Blackrock TCP Capital,Capital Markets,726
5434,TCRR,TCR2 Therapeutics,Biotechnology,129
5435,TCRT,Alaunos Therapeutics,Biotechnology,285
5436,TCRX,TScan Therapeutics,Biotechnology,81
5437,TCS,The Container Store Group,Specialty Retail,345
5438,TCVA,TCV Acquisition,Blank Check / SPAC,497
5439,TCX,Tucows,IT Services,478
5440,TD,The Toronto-Dominion Bank,Banks,109190
5441,TDC,Teradata,Software,3880
5442,TDCX,"TDCX, Inc.",Specialty Business Services,1310
5443,TDG,TransDigm Group,Aerospace & Defense,29390
5444,TDOC,Teladoc Health,Health Care Technology,6540
5445,TDS,Telephone & Data Systems,Wireless Telecommunication Services,1770
5446,TDUP,ThredUp,Internet Retail,191
5447,TDW,Tidewater,Energy Equipment & Services,782
5448,TDY,Teledyne Technologies,Aerospace & Defense,17900
5449,TEAM,Atlassian,Software,47880
5450,TECH,Bio-Techne,Life Sciences Tools & Services,13510
5451,TECK,Teck Resources,Metals & Mining,14330
5452,TEDU,Tarena International,Diversified Consumer Services,48
5453,TEF,Telefonica,Diversified Telecommunication Services,27430
5454,TEKK,Tekkorp Digital Acquisition,Blank Check / SPAC,310
5455,TEL,TE Connectivity,"Electronic Equipment, Instruments & C...",38260
5456,TELA,TELA Bio,Health Care Equipment & Supplies,116
